field_1,measure_ab,measure,units,sof,nzsegment,lat,long,s_id,n_obs,s,var_s,d,tau,z,p,c,cd,prop_censored,prop_unique,no_censorlevels,median,annual_sen_slope,sen_lci,sen_uci,analysis_note,percent_annual_change,trend_direction,seasonal,freq,period,end_year,trend_confidence
88,ECOLI,E. coli,cfu/100ml,WWL,5141084,-38.6782,178.08,GDC-00032,59,87,713,261,0.333333333,3.220725311,0.001278666,0.999360667,0.000639333,0,0.555555556,0,523,74.18359197,28.29823805,121.5564719,ok,14.18424321,Worsening,TRUE,BiMonth,NA,2004,Very likely worsening
89,ECOLI,E. coli,cfu/100ml,CWH,5087073,-38.0475,178.1234,LAWA-100348,59,141,23357.66667,1711,0.082407949,0.916037615,0.359647166,0.820176417,0.179823583,0,0.594339623,0,286,8.348571429,-7.618992161,22.02695594,ok,2.919080919,Worsening,FALSE,BiMonth,NA,2004,Likely worsening
90,ECOLI,E. coli,cfu/100ml,CWLk,4085079,-38.0803,176.7124,EBOP-00024,38,-75,6313.666667,703,-0.106685633,-0.931302771,0.351696969,0.824151515,0.824151515,0,0.657894737,0,80,-2.922,-8.090652511,2.409236136,ok,-3.6525,Improving,FALSE,Qtr,NA,2004,Likely improving
91,ECOLI,E. coli,cfu/100ml,WWL,4087678,-38.0943,177.288,EBOP-00044,36,206,5374,630,0.326984127,2.796436938,0.005166949,0.997416525,0.002583475,0,0.625,0,18.5,2.650263844,0.907201334,5.619230769,ok,14.32575051,Worsening,FALSE,Qtr,NA,2004,Very likely worsening
92,ECOLI,E. coli,cfu/100ml,CWH,4084132,-38.0824,176.2122,EBOP-00010,112,541,158055.6667,6216,0.087033462,1.358278181,0.174375431,0.912812285,0.087187715,0,0.607142857,0,290,9.005593567,-1.81249491,21.89183217,ok,3.105377092,Worsening,FALSE,Month,NA,2005,Very likely worsening
93,ECOLI,E. coli,cfu/100ml,CWLk,4081484,-38.044,176.3308,EBOP-00012,113,164,1241.333333,477,0.343815514,4.626402304,3.72E-06,0.99999814,1.86E-06,0,0.389380531,0,9,1.558475562,0.778081132,2.216339804,ok,17.31639514,Worsening,TRUE,Month,NA,2005,Very likely worsening
94,ECOLI,E. coli,cfu/100ml,CWH,4090417,-38.1564,176.2638,EBOP-00019,112,519,158057,6216,0.083494208,1.302935426,0.192596808,0.903701596,0.096298404,0,0.592920354,0,130,4.754268845,-1.282824571,12.20960581,ok,3.657129881,Worsening,FALSE,Month,NA,2005,Very likely worsening
95,ECOLI,E. coli,cfu/100ml,CWH,5113578,-38.3786,177.7931,GDC-00010,117,-3,1395,513,-0.005847953,-0.053547955,0.957295323,0.521352339,0.521352339,0,0.669491525,0,337.5,0,-13.41886033,10.87808984,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,TRUE,Month,NA,2005,Indeterminate
96,ECOLI,E. coli,cfu/100ml,WDL,5137336,-38.6342,177.9682,GDC-00016,117,-481,180128.3333,6786,-0.070881226,-1.130967753,0.258068664,0.870965668,0.870965668,0,0.677966102,0,397,-13.8718498,-39.66592322,6.406339072,ok,-3.494168715,Improving,FALSE,Month,NA,2005,Likely improving
97,ECOLI,E. coli,cfu/100ml,WWL,5146495,-38.7595,177.8177,GDC-00017,115,80,1330,495,0.161616162,2.166213564,0.030294871,0.984852564,0.015147436,0,0.629310345,0,343,20.3744898,6.774313958,35.88931178,ok,5.940084489,Worsening,TRUE,Month,NA,2005,Very likely worsening
98,ECOLI,E. coli,cfu/100ml,WDL,5140104,-38.6683,178.0199,GDC-00020,119,240,189489.3333,7021,0.034183165,0.549041936,0.582976671,0.708511664,0.291488336,0,0.620967742,0,359,5.726916376,-11.24429372,28.55430595,ok,1.59524133,Worsening,FALSE,Month,NA,2005,Likely worsening
99,ECOLI,E. coli,cfu/100ml,CWH,5118497,-38.4268,177.7224,GDC-00021,118,49,1427,522,0.093869732,1.270659684,0.203849744,0.898075128,0.101924872,0,0.601694915,0,247.5,7.983782336,-2.034398851,15.11910027,ok,3.225770641,Worsening,TRUE,Month,NA,2005,Likely worsening
100,ECOLI,E. coli,cfu/100ml,WWL,5126986,-38.5142,178.0403,GDC-00023,117,20,180085.3333,6786,0.002947244,0.044772818,0.964288392,0.517855804,0.482144196,0,0.584745763,0,297,0,-12.23817939,14.83481119,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,FALSE,Month,NA,2005,Indeterminate
101,ECOLI,E. coli,cfu/100ml,WWL,5113284,-38.3591,177.9335,GDC-00024,119,13,1456.333333,531,0.024482109,0.314449458,0.753179697,0.623410151,0.376589849,0,0.605042017,0,231,1.404036244,-7.360315946,12.42721413,ok,0.607807898,Indeterminate,TRUE,Month,NA,2005,Indeterminate
102,ECOLI,E. coli,cfu/100ml,WWL,5122005,-38.4616,177.8767,GDC-00027,119,-525,189473,7021,-0.074775673,-1.203809098,0.228663372,0.885668314,0.885668314,0,0.613445378,0,419,-11.3096411,-27.83005109,4.150449849,ok,-2.699198353,Improving,FALSE,Month,NA,2005,Likely improving
103,ECOLI,E. coli,cfu/100ml,WWL,5138266,-38.6537,177.9177,GDC-00028,117,161,180089.6667,6786,0.023725317,0.37702972,0.706151519,0.646924241,0.353075759,0,0.555555556,0,289,2.395319801,-10.03458082,15.63522941,ok,0.828830381,Indeterminate,FALSE,Month,NA,2005,Indeterminate
104,ECOLI,E. coli,cfu/100ml,CWH,5128596,-38.5468,177.6596,GDC-00030,115,50,1339.333333,496,0.100806452,1.338911097,0.180599616,0.909700192,0.090299808,0,0.698275862,0,418.5,15.26668217,-1.888820098,35.6461011,ok,3.647952729,Worsening,TRUE,Month,NA,2005,Very likely worsening
105,ECOLI,E. coli,cfu/100ml,NANA,5170003,-38.6685,178.0286,GDC-00033,120,-103,1499,540,-0.190740741,-2.634506991,0.008425957,0.995787022,0.995787022,0,0.529968454,0,328,-35.79051729,-58.12748489,-13.04785532,ok,-10.91174308,Improving,TRUE,Month,NA,2005,Very likely improving
106,ECOLI,E. coli,cfu/100ml,CWH,4083343,-38.0465,176.988,EBOP-00042,57,3,645,243,0.012345679,0.078749923,0.937231536,0.531384232,0.468615768,0,0.61682243,0,97,0,-5.519442697,5.078064577,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,TRUE,BiMonth,NA,2005,Indeterminate
107,ECOLI,E. coli,cfu/100ml,WXL,5063036,-37.6746,178.3481,GDC-00002,60,0,743.3333333,270,0,0,1,0.5,0.5,0,0.519607843,0,85,0,-6.705090929,5.105069426,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,TRUE,BiMonth,NA,2005,Indeterminate
108,ECOLI,E. coli,cfu/100ml,WWL,5100657,-38.2039,178.2558,GDC-00003,60,52,748,270,0.192592593,1.864744682,0.062217201,0.9688914,0.0311086,0,0.611650485,0,231,11.90944218,2.142756429,30.91350761,ok,5.155602674,Worsening,TRUE,BiMonth,NA,2005,Very likely worsening
109,ECOLI,E. coli,cfu/100ml,WWL,5108000,-38.2923,178.2692,GDC-00004,60,52,748,270,0.192592593,1.864744682,0.062217201,0.9688914,0.0311086,0,0.611650485,0,297,15.2858949,2.802066099,39.63902864,ok,5.146765958,Worsening,TRUE,BiMonth,NA,2005,Very likely worsening
110,ECOLI,E. coli,cfu/100ml,WWL,5141084,-38.6782,178.08,GDC-00032,59,103,713,261,0.394636015,3.81993002,0.00013349,0.999933255,6.67E-05,0,0.590551181,0,523,79.67006669,54.30437662,123.0554492,ok,15.23328235,Worsening,TRUE,BiMonth,NA,2005,Very likely worsening
111,ECOLI,E. coli,cfu/100ml,CWH,5087073,-38.0475,178.1234,LAWA-100348,59,42,714,261,0.16091954,1.534386437,0.124934612,0.937532694,0.062467306,0,0.598039216,0,269.5,12.49904943,-1.362447593,26.95360971,ok,4.637866208,Worsening,TRUE,BiMonth,NA,2005,Very likely worsening
112,ECOLI,E. coli,cfu/100ml,CWLk,4085079,-38.0803,176.7124,EBOP-00024,38,19,6319,703,0.027027027,0.226437488,0.820861174,0.589569413,0.410430587,0,0.666666667,0,78,0.568629995,-4.657374568,8.20184628,ok,0.729012814,Indeterminate,FALSE,Qtr,NA,2005,Indeterminate
113,ECOLI,E. coli,cfu/100ml,WWL,4087678,-38.0943,177.288,EBOP-00044,38,187,6311.666667,703,0.266002845,2.341212946,0.0192212,0.9903894,0.0096106,0,0.621621622,0,20,1.657487624,0.555583911,4.112542658,ok,8.287438119,Worsening,FALSE,Qtr,NA,2005,Very likely worsening
114,ECOLI,E. coli,cfu/100ml,CWH,4084132,-38.0824,176.2122,EBOP-00010,117,111,180096.3333,6786,0.016357206,0.259203135,0.795478512,0.602260744,0.397739256,0,0.584745763,0,285,1.255001275,-10.21337475,12.47546453,ok,0.440351325,Indeterminate,FALSE,Month,NA,2006,Indeterminate
115,ECOLI,E. coli,cfu/100ml,CWLk,4081484,-38.044,176.3308,EBOP-00012,119,142,1440,531,0.267419962,3.715676251,0.000202661,0.99989867,0.00010133,0,0.368,0,10,0.797489083,0.398049978,1.559762718,ok,7.97489083,Worsening,TRUE,Month,NA,2006,Very likely worsening
116,ECOLI,E. coli,cfu/100ml,CWH,4090417,-38.1564,176.2638,EBOP-00019,117,1124,180080.6667,6786,0.165635131,2.646343474,0.008136715,0.995931642,0.004068358,0,0.571428571,0,130,8.868468517,3.259947363,15.47254923,ok,6.821898859,Worsening,FALSE,Month,NA,2006,Very likely worsening
117,ECOLI,E. coli,cfu/100ml,CWH,4083343,-38.0465,176.988,EBOP-00042,112,-21,1259.666667,474,-0.044303797,-0.563510713,0.573087167,0.713456416,0.713456416,0,0.596491228,0,97,-0.466581548,-5.983872249,2.176235731,ok,-0.481011906,Improving,TRUE,Month,NA,2006,Likely improving
118,ECOLI,E. coli,cfu/100ml,CWH,5113578,-38.3786,177.7931,GDC-00010,115,-39,1329,495,-0.078787879,-1.042368086,0.297241057,0.851379472,0.851379472,0,0.669565217,0,319,-9.065774959,-21.96992026,3.615647044,ok,-2.841935724,Improving,TRUE,Month,NA,2006,Likely improving
119,ECOLI,E. coli,cfu/100ml,WDL,5137336,-38.6342,177.9682,GDC-00016,118,55,184776.3333,6903,0.00796755,0.125623413,0.900030029,0.549984985,0.450015015,0,0.694915254,0,397,0.1379864,-17.8603307,23.62763792,ok,0.03475728,Indeterminate,FALSE,Month,NA,2006,Indeterminate
120,ECOLI,E. coli,cfu/100ml,WWL,5146495,-38.7595,177.8177,GDC-00017,115,85,1338.333333,496,0.171370968,2.29613352,0.021668248,0.989165876,0.010834124,0,0.646551724,0,383,23.88529644,8.360434254,41.1407967,ok,6.236369828,Worsening,TRUE,Month,NA,2006,Very likely worsening
121,ECOLI,E. coli,cfu/100ml,WDL,5140104,-38.6683,178.0199,GDC-00020,120,359,194303.6667,7140,0.050280112,0.812161744,0.416698828,0.791650586,0.208349414,0,0.656,0,359,8.755415376,-8.650578473,34.73255669,ok,2.438834367,Worsening,FALSE,Month,NA,2006,Likely worsening
122,ECOLI,E. coli,cfu/100ml,CWH,5118497,-38.4268,177.7224,GDC-00021,117,34,1396,513,0.066276803,0.88322475,0.377114851,0.811442574,0.188557426,0,0.598290598,0,244,5.834664537,-4.947799776,14.07351278,ok,2.391255958,Worsening,TRUE,Month,NA,2006,Likely worsening
123,ECOLI,E. coli,cfu/100ml,WWL,5126986,-38.5142,178.0403,GDC-00023,117,663,180095,6786,0.097701149,1.559937368,0.118774683,0.940612659,0.059387341,0,0.601694915,0,301.5,13.33967247,0,29.3385723,ok,4.424435315,Worsening,FALSE,Month,NA,2006,Very likely worsening
124,ECOLI,E. coli,cfu/100ml,WWL,5113284,-38.3591,177.9335,GDC-00024,116,-7,1360.333333,504,-0.013888889,-0.162677909,0.870772042,0.564613979,0.564613979,0,0.629310345,0,224,-0.49897541,-12.9287828,9.481874813,ok,-0.222756879,Indeterminate,TRUE,Month,NA,2006,Indeterminate
125,ECOLI,E. coli,cfu/100ml,WWL,5122005,-38.4616,177.8767,GDC-00027,119,-285,189466.3333,7021,-0.040592508,-0.652457631,0.514105997,0.742947002,0.742947002,0,0.588235294,0,408,-5.884657635,-19.89585042,9.223414646,ok,-1.442318048,Improving,FALSE,Month,NA,2006,Likely improving
126,ECOLI,E. coli,cfu/100ml,WWL,5138266,-38.6537,177.9177,GDC-00028,117,268,180100,6786,0.039493074,0.629150296,0.529250666,0.735374667,0.264625333,0,0.581196581,0,289,4.264880149,-7.202169394,16.87218856,ok,1.475737076,Worsening,FALSE,Month,NA,2006,Likely worsening
127,ECOLI,E. coli,cfu/100ml,CWH,5128596,-38.5468,177.6596,GDC-00030,115,42,1339.333333,496,0.084677419,1.120313367,0.262580248,0.868709876,0.131290124,0,0.698275862,0,439.5,12.25567273,-8.534806704,30.91003942,ok,2.788548972,Worsening,TRUE,Month,NA,2006,Likely worsening
128,ECOLI,E. coli,cfu/100ml,NANA,5170003,-38.6685,178.0286,GDC-00033,120,-76,1498,540,-0.140740741,-1.93778396,0.052649585,0.973675207,0.973675207,0,0.552380952,0,310,-24.75125941,-45.84458749,-5.720781705,ok,-7.98427723,Improving,TRUE,Month,NA,2006,Very likely improving
129,ECOLI,E. coli,cfu/100ml,CWLk,3055438,-37.5662,175.1543,EW-00078,55,17,18916.33333,1485,0.011447811,0.116332618,0.907388935,0.546305532,0.453694468,0.018518519,0.546296296,2,170,0,-12.11619235,17.56251469,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,FALSE,BiMonth,NA,2006,Indeterminate
130,ECOLI,E. coli,cfu/100ml,WXL,5063036,-37.6746,178.3481,GDC-00002,60,-140,24551.33333,1770,-0.079096045,-0.887109559,0.375019918,0.812490041,0.812490041,0,0.572916667,0,85,-2.931544905,-7.193334503,2.551739919,ok,-3.448876359,Improving,FALSE,BiMonth,NA,2006,Likely improving
131,ECOLI,E. coli,cfu/100ml,WWL,5100657,-38.2039,178.2558,GDC-00003,60,55,749,270,0.203703704,1.973117057,0.048482227,0.975758886,0.024241114,0,0.649484536,0,251,11.41279411,2.47920591,31.24371517,ok,4.546929924,Worsening,TRUE,BiMonth,NA,2006,Very likely worsening
132,ECOLI,E. coli,cfu/100ml,WWL,5108000,-38.2923,178.2692,GDC-00004,60,55,749,270,0.203703704,1.973117057,0.048482227,0.975758886,0.024241114,0,0.649484536,0,323,14.79208349,3.159994521,39.97825194,ok,4.579592412,Worsening,TRUE,BiMonth,NA,2006,Very likely worsening
133,ECOLI,E. coli,cfu/100ml,WWL,5141084,-38.6782,178.08,GDC-00032,59,81,713,261,0.310344828,2.996023545,0.002735253,0.998632373,0.001367627,0,0.610169492,0,589,66.31728111,33.82770034,129.0268489,ok,11.2593007,Worsening,TRUE,BiMonth,NA,2006,Very likely worsening
134,ECOLI,E. coli,cfu/100ml,CWH,5087073,-38.0475,178.1234,LAWA-100348,59,48,714,261,0.183908046,1.758930793,0.078589264,0.960705368,0.039294632,0,0.614583333,0,286,15.67950746,1.135182971,35.01718928,ok,5.482345264,Worsening,TRUE,BiMonth,NA,2006,Very likely worsening
135,ECOLI,E. coli,cfu/100ml,CWLk,4085079,-38.0803,176.7124,EBOP-00024,39,-17,6823,741,-0.02294197,-0.193701194,0.846409857,0.576795071,0.576795071,0,0.639534884,0,77,-0.482656095,-5.687301468,6.916933701,ok,-0.626826098,Indeterminate,FALSE,Qtr,NA,2006,Indeterminate
136,ECOLI,E. coli,cfu/100ml,WWL,4087678,-38.0943,177.288,EBOP-00044,40,272,7354,780,0.348717949,3.160148405,0.001576888,0.999211556,0.000788444,0,0.593406593,0,21,3.009998401,1.159667242,5.092914906,ok,14.33332572,Worsening,FALSE,Qtr,NA,2006,Very likely worsening
137,ECOLI,E. coli,cfu/100ml,CWH,4084132,-38.0824,176.2122,EBOP-00010,118,-890,184704.6667,6903,-0.128929451,-2.068534777,0.038589764,0.980705118,0.980705118,0,0.554621849,0,300,-14.84756098,-27.44255693,-2.512524413,ok,-4.949186992,Improving,FALSE,Month,NA,2007,Very likely improving
138,ECOLI,E. coli,cfu/100ml,CWLk,4081484,-38.044,176.3308,EBOP-00012,119,140,1447.333333,531,0.263653484,3.653680085,0.000258508,0.999870746,0.000129254,0,0.383458647,0,13,1.199507389,0.570986998,2.001079821,ok,9.226979917,Worsening,TRUE,Month,NA,2007,Very likely worsening
139,ECOLI,E. coli,cfu/100ml,CWH,4090417,-38.1564,176.2638,EBOP-00019,116,658,175488,6670,0.098650675,1.568345194,0.116800594,0.941599703,0.058400297,0,0.550847458,0,150,4.970661857,0,11.61172036,ok,3.313774571,Worsening,FALSE,Month,NA,2007,Very likely worsening
140,ECOLI,E. coli,cfu/100ml,CWH,4083343,-38.0465,176.988,EBOP-00042,110,-22,1207.333333,458,-0.048034934,-0.604373897,0.545595086,0.727202457,0.727202457,0,0.603603604,0,100,-1.439268338,-6.025824859,3.219990252,ok,-1.439268338,Improving,TRUE,Month,NA,2007,Likely improving
141,ECOLI,E. coli,cfu/100ml,CWH,15267818,-45.6062,167.7023,ES-00002,115,-1251,171030.3333,6555,-0.190846682,-3.022549639,0.00250655,0.998746725,0.998746725,0,0.632478632,0,65,-5.217857143,-8.137250014,-2.509433269,ok,-8.027472527,Improving,FALSE,Month,NA,2007,Very likely improving
142,ECOLI,E. coli,cfu/100ml,CWH,15277297,-45.7374,168.1204,ES-00004,115,-6,1326,495,-0.012121212,-0.137308759,0.890786747,0.554606626,0.554606626,0.008547009,0.606837607,1,66,0,-3.014300036,1.90487481,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,TRUE,Month,NA,2007,Indeterminate
143,ECOLI,E. coli,cfu/100ml,CWH,15254930,-45.4471,168.1362,ES-00009,115,-31,1327,495,-0.062626263,-0.823542077,0.4101998,0.7949001,0.7949001,0.017094017,0.487179487,2,20,-0.333105335,-1.250919311,0.469649098,ok,-1.665526676,Improving,TRUE,Month,NA,2007,Likely improving
144,ECOLI,E. coli,cfu/100ml,CDL,15318551,-46.5104,168.7375,ES-00020,114,-21,1297,486,-0.043209877,-0.555341345,0.578661204,0.710669398,0.710669398,0.024793388,0.661157025,3,390,-3.228172197,-15.55933669,17.97998799,WARNING: Sen slope influenced by censored values,-0.827736461,Improving,TRUE,Month,NA,2007,Likely improving
145,ECOLI,E. coli,cfu/100ml,CDL,15315077,-46.3891,168.7776,ES-00021,114,-781,166683,6441,-0.121254464,-1.910508387,0.056067788,0.971966106,0.971966106,0.024390244,0.658536585,3,340,-20.66143754,-40.45366341,-1.198437568,ok,-6.076893394,Improving,FALSE,Month,NA,2007,Very likely improving
146,ECOLI,E. coli,cfu/100ml,CWH,15262084,-45.5583,168.5612,ES-00024_NIWA,113,-94,1264,477,-0.19706499,-2.61582937,0.008901103,0.995549449,0.995549449,0,0.778761062,0,110,-5.119857994,-11.92648601,-1.995412082,ok,-4.654416358,Improving,TRUE,Month,NA,2007,Very likely improving
147,ECOLI,E. coli,cfu/100ml,CDL,15314100,-46.3263,168.2662,ES-00112,108,-83,1113.666667,434,-0.19124424,-2.457175871,0.014003411,0.992998294,0.992998294,0.009259259,0.675925926,1,265,-17.33534651,-34.06114954,-5.015044043,ok,-6.541640194,Improving,TRUE,Month,NA,2007,Very likely improving
148,ECOLI,E. coli,cfu/100ml,CXLk,15283270,-45.7987,167.64,ES-00121,109,-898,145718.6667,5886,-0.152565409,-2.349821368,0.018782423,0.990608789,0.990608789,0.018018018,0.540540541,2,26,-1.757246377,-2.999932083,-0.508861902,ok,-6.758639911,Improving,FALSE,Month,NA,2007,Very likely improving
149,ECOLI,E. coli,cfu/100ml,WWL,3059280,-37.6977,175.2068,EW-00077,115,-14,1316.666667,496,-0.028225806,-0.358265865,0.72014436,0.63992782,0.63992782,0.033613445,0.504201681,3,100,-0.999592186,-5.650017629,2.95354581,ok,-0.999592186,Indeterminate,TRUE,Month,NA,2007,Indeterminate
150,ECOLI,E. coli,cfu/100ml,CWLk,3055438,-37.5662,175.1543,EW-00078,115,-247,170830.3333,6555,-0.037681159,-0.595185871,0.551719234,0.724140383,0.724140383,0.016806723,0.529411765,2,180,-2.792431193,-11.36566758,4.340364555,ok,-1.551350663,Improving,FALSE,Month,NA,2007,Likely improving
151,ECOLI,E. coli,cfu/100ml,WDL,3047923,-37.2813,175.0467,EW-00079,115,-170,170985.3333,6555,-0.025934401,-0.408702482,0.682758012,0.658620994,0.658620994,0,0.525,0,105,-0.767869657,-5.719865953,3.955873623,ok,-0.731304435,Indeterminate,FALSE,Month,NA,2007,Indeterminate
152,ECOLI,E. coli,cfu/100ml,CWLk,3123400,-38.5328,176.3037,EW-00082,113,-98,1258,477,-0.205450734,-2.734836791,0.006241121,0.996879439,0.996879439,0,0.386554622,0,15,-1.001370802,-1.54658472,-0.599753695,ok,-6.675805346,Improving,TRUE,Month,NA,2007,Very likely improving
153,ECOLI,E. coli,cfu/100ml,CWLk,3111845,-38.407,176.0861,EW-00083,113,-531,152156.3333,6328,-0.083912769,-1.358722767,0.174234455,0.912882773,0.912882773,0.361344538,0.117647059,1,2,0,0,0,WARNING: Sen slope influenced by censored values,0,Improving,FALSE,Month,NA,2007,Very likely improving
154,ECOLI,E. coli,cfu/100ml,WWL,3048245,-37.296,174.9452,EW-00084,116,-6,175449.3333,6670,-0.00089955,-0.011936971,0.990475901,0.504762049,0.504762049,0,0.521008403,0,70,0,-3.777755769,3.244203935,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,FALSE,Month,NA,2007,Indeterminate
155,ECOLI,E. coli,cfu/100ml,WWL,3099935,-38.2855,175.6852,EW-00085,117,-594,179582.6667,6786,-0.087533156,-1.399337541,0.161711787,0.919144106,0.919144106,0.016806723,0.294117647,1,10,-0.375481906,-0.921849615,0,ok,-3.754819061,Improving,FALSE,Month,NA,2007,Very likely improving
156,ECOLI,E. coli,cfu/100ml,CWH,3112254,-38.4187,175.8063,EW-00086,113,-82,160208.6667,6328,-0.012958281,-0.202368082,0.839628979,0.580185511,0.580185511,0.142857143,0.235294118,1,5,0,-0.176581049,0.124052965,WARNING: Sen slope influenced by censored values,0,Indeterminate,FALSE,Month,NA,2007,Indeterminate
157,ECOLI,E. coli,cfu/100ml,CDH,3135527,-38.6811,176.0699,EW-00119,113,-723,131083.3333,6328,-0.114254109,-1.994175881,0.046132837,0.976933582,0.976933582,0.56302521,0.12605042,1,1,0,0,0,WARNING: Sen slope influenced by censored values,0,Improving,FALSE,Month,NA,2007,Very likely improving
158,ECOLI,E. coli,cfu/100ml,CWH,5113578,-38.3786,177.7931,GDC-00010,113,-31,1273,479,-0.064718163,-0.840827782,0.400444421,0.79977779,0.79977779,0,0.663716814,0,303,-6.148430391,-21.26552302,3.964215708,ok,-2.029184948,Improving,TRUE,Month,NA,2007,Likely improving
159,ECOLI,E. coli,cfu/100ml,WDL,5137336,-38.6342,177.9682,GDC-00016,118,46,1430,522,0.088122605,1.189993242,0.234049048,0.882975476,0.117024524,0,0.661016949,0,401.5,17.20244578,-2.616089028,34.93405422,ok,4.284544404,Worsening,TRUE,Month,NA,2007,Likely worsening
160,ECOLI,E. coli,cfu/100ml,WWL,5146495,-38.7595,177.8177,GDC-00017,116,26,1369.333333,505,0.051485149,0.675593432,0.499298813,0.750350594,0.249649406,0,0.632478632,0,408,6.68956044,-9.673477184,20.39451385,ok,1.639598147,Worsening,TRUE,Month,NA,2007,Likely worsening
161,ECOLI,E. coli,cfu/100ml,WDL,5140104,-38.6683,178.0199,GDC-00020,120,1070,194312,7140,0.149859944,2.425090187,0.015304584,0.992347708,0.007652292,0,0.704,0,349,25.78119265,7.12548166,56.40926641,ok,7.387161218,Worsening,FALSE,Month,NA,2007,Very likely worsening
162,ECOLI,E. coli,cfu/100ml,CWH,5118497,-38.4268,177.7224,GDC-00021,117,29,1395,513,0.056530214,0.749671374,0.453452653,0.773273674,0.226726326,0,0.58974359,0,244,4.657103825,-5.154736133,13.99547351,ok,1.908649109,Worsening,TRUE,Month,NA,2007,Likely worsening
163,ECOLI,E. coli,cfu/100ml,WWL,5126986,-38.5142,178.0403,GDC-00023,118,457,184751,6903,0.0662031,1.060892658,0.288738686,0.855630657,0.144369343,0,0.579831933,0,297,8.2466133,-4.578371341,20.87142857,ok,2.776637475,Worsening,FALSE,Month,NA,2007,Likely worsening
164,ECOLI,E. coli,cfu/100ml,WWL,5113284,-38.3591,177.9335,GDC-00024,115,-28,1342.666667,497,-0.056338028,-0.736850972,0.461212982,0.769393509,0.769393509,0,0.6,0,224,-4.83002736,-14.58753624,4.849931319,ok,-2.156262214,Improving,TRUE,Month,NA,2007,Likely improving
165,ECOLI,E. coli,cfu/100ml,WWL,5122005,-38.4616,177.8767,GDC-00027,119,-128,189462,7021,-0.018231021,-0.291771362,0.770461443,0.614769278,0.614769278,0,0.575,0,391.5,-2.352312646,-16.39897959,12.13300675,ok,-0.600846142,Indeterminate,FALSE,Month,NA,2007,Indeterminate
